geoid,name,B05002001,"B05002001, Error",B05002002,"B05002002, Error",B05002003,"B05002003, Error",B05002004,"B05002004, Error",B05002005,"B05002005, Error",B05002006,"B05002006, Error",B05002007,"B05002007, Error",B05002008,"B05002008, Error",B05002009,"B05002009, Error",B05002010,"B05002010, Error",B05002011,"B05002011, Error",B05002012,"B05002012, Error",B05002013,"B05002013, Error",B05002014,"B05002014, Error",B05002015,"B05002015, Error",B05002016,"B05002016, Error",B05002017,"B05002017, Error",B05002018,"B05002018, Error",B05002019,"B05002019, Error",B05002020,"B05002020, Error",B05002021,"B05002021, Error",B05002022,"B05002022, Error",B05002023,"B05002023, Error",B05002024,"B05002024, Error",B05002025,"B05002025, Error",B05002026,"B05002026, Error",B05002027,"B05002027, Error"
04000US06,California,39148760,0,28611231,32384,21657115,25678,6422726,20227,1461919,8700,1911281,10755,1731249,11342,1318277,9324,531390,5573,39220,1585,36588,1552,455582,5459,10537529,32384,5353219,15464,420817,4759,2702608,10935,115848,3290,45404,1912,2002112,10982,66372,1806,5184310,32526,257488,4282,1403684,12968,68832,3263,37122,1979,3350064,24856,67086,2048
16000US0600135,"Acalanes Ridge, CA",889,298,726,255,541,228,180,104,94,84,43,47,25,39,18,29,5,14,0,12,0,12,5,14,163,108,74,72,41,40,33,62,0,12,0,12,0,12,0,12,89,85,56,65,15,24,0,12,0,12,18,30,0,12
16000US0600156,"Acampo, CA",294,244,294,244,294,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0600212,"Acton, CA",7185,512,6659,505,4747,488,1788,254,348,110,768,154,373,139,299,95,124,57,0,17,0,17,124,57,526,158,363,122,59,36,89,48,17,26,0,17,198,93,0,17,163,82,47,47,9,12,5,9,0,17,102,66,0,17
16000US0600296,"Adelanto, CA",33416,52,26801,656,23281,628,3067,462,507,169,625,195,1358,309,577,180,453,158,115,78,22,32,316,138,6615,657,2518,430,20,24,177,106,27,34,3,8,2291,412,0,26,4097,639,6,10,187,104,0,26,9,35,3887,621,8,14
16000US0600310,"Adin, CA",201,95,201,95,170,82,31,24,0,12,9,12,7,11,15,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0600394,"Agoura Hills, CA",20636,28,16124,656,10842,618,5087,490,1889,419,1543,304,825,254,830,219,195,96,68,43,13,22,114,78,4512,660,3279,522,836,291,1623,366,198,137,0,23,542,203,80,68,1233,512,283,157,169,98,183,234,0,23,595,389,3,12
16000US0600450,"Agua Dulce, CA",3728,605,3357,589,2549,519,750,184,235,103,362,111,83,45,70,63,58,49,0,12,0,12,58,49,371,170,143,59,23,22,21,27,0,12,0,12,99,57,0,12,228,151,0,12,64,76,0,12,0,12,155,127,9,14
16000US0600464,"Aguanga, CA",835,356,817,354,370,222,389,214,76,97,231,193,67,76,15,22,58,90,0,12,0,12,58,90,18,20,18,20,18,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0600478,"Ahwahnee, CA",2461,592,2448,593,1713,486,735,266,181,125,175,116,159,131,220,104,0,12,0,12,0,12,0,12,13,21,13,21,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0600535,"Airport, CA",1222,386,922,333,821,334,101,71,11,17,14,18,58,59,18,30,0,12,0,12,0,12,0,12,300,170,90,59,0,12,0,12,0,12,0,12,90,59,0,12,210,150,0,12,0,12,0,12,0,12,210,150,0,12
16000US0600562,"Alameda, CA",78462,44,57974,1045,38528,1083,17150,881,4362,470,4796,420,5021,548,2971,364,2296,490,174,90,220,97,1902,448,20488,1041,13977,764,1002,255,10922,674,636,217,48,38,1242,295,127,68,6511,702,846,193,3968,579,209,109,59,51,1276,351,153,104
16000US0600618,"Alamo, CA",15317,696,13425,727,8599,638,4616,508,1328,263,1592,298,918,225,778,214,210,89,16,24,1,3,193,91,1892,350,1286,240,235,128,824,210,16,19,0,19,159,106,52,40,606,271,291,221,164,117,0,19,40,67,20,21,91,80
16000US0600674,"Albany, CA",19758,59,13373,499,8507,469,4539,342,1495,216,1330,209,819,171,895,200,327,93,0,19,22,25,305,96,6385,499,2532,343,316,125,1762,291,57,43,40,53,332,148,25,24,3853,514,447,145,2498,447,33,30,28,32,797,369,50,57
16000US0600716,"Albion, CA",302,117,295,116,256,123,39,26,0,12,13,19,17,21,9,17,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,7,12,0,12,0,12,0,12,0,12,0,12
16000US0600786,"Alderpoint, CA",157,125,157,125,132,90,25,40,0,12,0,12,0,12,25,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0600884,"Alhambra, CA",84974,65,43102,978,37846,989,4644,447,1092,247,1242,230,1179,248,1131,233,612,146,45,39,22,27,545,141,41872,975,26440,821,290,105,20772,707,194,102,97,115,4935,559,146,74,15432,879,179,73,11403,829,82,84,140,145,3482,555,146,112
16000US0600898,"Alhambra Valley, CA",739,251,737,252,574,212,151,72,13,19,89,48,0,12,49,49,12,17,0,12,0,12,12,17,2,5,2,5,0,12,2,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0600947,"Aliso Viejo, CA",50925,36,39918,682,28070,737,11114,609,3156,370,3408,417,2572,407,1978,324,734,179,97,95,26,29,611,148,11007,683,6974,537,851,218,4096,448,242,125,71,51,1595,339,119,73,4033,514,703,223,1994,337,90,75,41,45,1045,335,160,88
16000US0600982,"Alleghany, CA",30,45,30,45,30,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0600996,"Allendale, CA",1362,308,1312,299,914,297,388,106,77,44,85,58,128,58,98,66,10,15,10,15,0,12,0,12,50,45,50,45,17,26,20,25,0,12,0,12,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0601010,"Allensworth, CA",527,125,325,93,287,83,38,27,8,12,0,12,13,10,17,22,0,12,0,12,0,12,0,12,202,52,14,10,0,12,3,4,0,12,0,12,11,8,0,12,188,53,0,12,2,3,0,12,0,12,186,53,0,12
16000US0601094,"Almanor, CA",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0601150,"Alondra Park, CA",8097,914,5532,678,4496,631,954,228,154,84,340,155,283,127,177,113,82,83,13,20,11,18,58,80,2565,484,1354,257,67,49,691,147,29,36,9,40,545,191,13,21,1211,411,11,18,88,77,84,88,3,16,1025,433,0,17
16000US0601164,"Alpaugh, CA",1074,200,721,170,673,162,48,35,4,7,0,12,21,25,23,25,0,12,0,12,0,12,0,12,353,74,49,20,0,12,5,8,0,12,0,12,44,21,0,12,304,72,0,12,0,12,0,12,0,12,304,72,0,12
16000US0601192,"Alpine, CA",15233,862,14366,881,10080,732,4097,476,1040,245,1274,210,872,196,911,266,189,101,6,20,7,18,176,98,867,199,642,201,104,63,188,104,64,99,0,19,204,135,82,79,225,116,102,74,62,73,0,19,0,19,61,57,0,19
16000US0601228,"Alpine Village, CA",155,62,155,62,83,38,72,46,4,5,0,12,5,8,63,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0601276,"Alta, CA",485,124,450,113,309,89,130,53,17,16,52,31,44,30,17,16,11,11,0,12,0,12,11,11,35,26,20,16,18,17,0,12,0,12,0,12,2,5,0,12,15,20,3,5,12,19,0,12,0,12,0,12,0,12
16000US0601290,"Altadena, CA",45146,1393,35824,1491,24835,1371,10514,678,2563,425,3189,349,3304,399,1458,292,475,185,16,24,45,70,414,169,9322,903,5555,624,659,214,2470,493,59,42,38,36,2193,316,136,107,3767,654,151,72,777,381,16,18,40,43,2711,565,72,67
16000US0601360,"Alta Sierra, CA",7207,346,6856,357,5030,390,1675,278,285,126,631,182,431,153,328,112,151,116,18,30,0,17,133,115,351,150,270,140,237,135,26,40,0,17,0,17,7,18,0,17,81,72,42,50,15,24,0,17,0,17,5,11,19,30
16000US0601416,"Alto, CA",765,253,606,208,429,145,177,92,100,80,37,42,18,28,22,36,0,12,0,12,0,12,0,12,159,118,98,97,44,42,0,12,0,12,0,12,54,86,0,12,61,52,9,18,17,28,0,12,0,12,21,33,14,26
16000US0601444,"Alturas, CA",2577,13,2510,60,1757,175,747,162,35,41,146,62,55,41,511,151,6,9,0,12,0,12,6,9,67,62,11,15,9,14,2,5,0,12,0,12,0,12,0,12,56,61,0,12,8,16,0,12,0,12,48,59,0,12
16000US0601458,"Alum Rock, CA",11791,961,7327,688,6671,654,596,151,72,47,117,66,232,78,175,80,60,61,1,9,14,21,45,57,4464,776,2100,357,188,90,912,266,0,19,0,19,1000,312,0,19,2364,697,67,49,350,261,11,14,0,19,1921,629,15,24
16000US0601514,"Amador City, CA",167,82,159,82,120,66,37,40,4,7,12,14,21,34,0,12,2,4,0,12,0,12,2,4,8,10,2,3,0,12,2,3,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,6,9,0,12,0,12
16000US0601640,"American Canyon, CA",20306,45,13292,400,10889,414,1945,220,344,90,545,104,511,101,545,136,458,114,18,19,90,63,350,87,7014,394,4687,334,69,40,3411,246,20,28,77,67,1096,216,14,19,2327,308,96,50,939,191,46,49,27,27,1219,225,0,23
16000US0601651,"Amesti, CA",2832,315,2187,264,1902,242,208,55,43,27,45,21,39,26,81,43,77,81,0,12,0,12,77,81,645,177,185,89,9,10,10,10,3,6,0,12,163,92,0,12,460,165,16,19,11,13,0,12,0,12,433,167,0,12
16000US0602000,"Anaheim, CA",349668,82,221540,2780,181801,2556,35339,1335,8406,705,11755,681,7837,649,7341,649,4400,491,294,148,104,78,4002,481,128128,2773,57823,1871,2476,356,30915,1257,1348,317,183,93,22222,1236,679,165,70305,2739,959,249,12387,1406,817,289,143,89,55623,2273,376,155
16000US0602028,"Anchor Bay, CA",314,136,257,122,156,97,101,64,71,51,30,38,0,12,0,12,0,12,0,12,0,12,0,12,57,54,37,51,37,51,0,12,0,12,0,12,0,12,0,12,20,21,20,21,0,12,0,12,0,12,0,12,0,12
16000US0602042,"Anderson, CA",10265,34,9867,160,7673,279,2121,254,205,78,426,106,441,115,1049,241,73,48,0,19,0,19,73,48,398,157,264,120,9,15,134,102,0,19,9,15,112,73,0,19,134,81,0,19,7,12,1,4,0,19,119,78,7,10
16000US0602112,"Angels, CA",3811,31,3716,66,2737,189,917,180,100,56,364,115,261,108,192,120,62,64,11,17,0,12,51,56,95,61,42,34,19,22,11,17,0,12,0,12,0,12,12,18,53,50,0,12,4,7,0,12,0,12,49,49,0,12
16000US0602168,"Angwin, CA",3424,315,2850,305,1945,264,836,137,165,74,285,90,122,63,264,97,69,55,4,7,14,17,51,52,574,166,275,101,6,9,58,36,69,53,7,11,130,84,5,7,299,123,24,21,94,53,9,15,5,7,156,101,11,12
16000US0602210,"Antelope, CA",47326,1255,35607,1359,27225,1447,7491,743,1311,338,2013,413,1970,435,2197,457,891,243,19,18,129,114,743,216,11719,887,7841,739,3444,521,2824,495,136,86,266,167,1105,295,66,54,3878,690,2428,661,707,216,58,55,131,132,541,234,13,24
16000US0602252,"Antioch, CA",110730,129,86273,1497,68924,1584,15624,1038,2393,490,4009,511,5991,644,3231,437,1725,311,131,95,143,151,1451,269,24457,1495,12838,917,726,206,6809,712,464,182,193,133,4561,540,85,60,11619,1233,614,333,2731,547,365,209,260,173,7583,938,66,68
16000US0602294,"Anza, CA",3151,990,2754,898,2203,814,551,201,209,139,157,108,57,62,128,100,0,12,0,12,0,12,0,12,397,344,184,194,0,12,0,12,0,12,0,12,184,194,0,12,213,283,0,12,178,280,0,12,0,12,35,42,0,12
16000US0602364,"Apple Valley, CA",72359,44,65475,767,49458,982,15079,674,2670,357,4740,461,4882,488,2787,373,938,261,213,179,50,62,675,210,6884,765,4202,550,299,124,1505,346,177,215,19,22,2136,403,66,48,2682,542,240,122,391,236,43,64,0,29,1935,495,73,52
16000US0602378,"Aptos, CA",5797,613,5224,597,3554,520,1560,277,533,158,513,148,215,112,299,133,110,101,0,17,0,17,110,101,573,170,463,148,120,74,139,76,28,43,0,17,161,88,15,26,110,105,76,96,0,17,0,17,0,17,9,16,25,41
16000US0602382,"Aptos Hills-Larkin Valley, CA",1993,418,1777,386,1178,314,551,199,156,94,200,115,64,71,131,103,48,73,0,12,0,12,48,73,216,139,45,52,0,12,0,12,0,12,0,12,45,52,0,12,171,126,62,54,0,12,0,12,0,12,41,72,68,109
16000US0602420,"Arbuckle, CA",3636,419,2339,325,2068,307,260,93,15,23,69,59,119,58,57,40,11,18,0,12,0,12,11,18,1297,264,492,148,0,12,0,12,0,12,0,12,492,148,0,12,805,202,0,12,0,12,0,12,0,12,805,202,0,12
16000US0602462,"Arcadia, CA",58207,48,29876,1032,23256,962,5809,477,1938,315,1668,250,881,212,1322,307,811,191,40,36,92,74,679,175,28331,1028,18649,903,610,303,16642,919,74,63,77,83,1106,291,140,70,9682,852,238,121,8630,885,87,99,29,35,646,214,52,57
16000US0602476,"Arcata, CA",18050,48,17362,214,12836,476,4251,443,828,242,1080,244,887,265,1456,303,275,132,20,27,0,19,255,131,688,207,276,117,48,41,128,88,9,13,0,19,41,35,50,56,412,178,68,56,89,86,8,10,13,17,234,133,0,19
16000US0602553,"Arden-Arcade, CA",100548,1907,81807,1818,60928,1783,19563,964,3372,419,6499,486,5121,512,4571,612,1316,303,18,27,70,58,1228,304,18741,1575,7348,636,2092,359,2883,409,464,154,99,89,1724,365,86,66,11393,1370,1293,396,5841,967,363,192,36,56,3796,693,64,57
16000US0602700,"Armona, CA",3795,630,2908,518,2274,454,593,180,27,27,79,58,221,111,266,142,41,50,0,12,0,12,41,50,887,267,401,148,21,32,91,100,0,12,0,12,289,118,0,12,486,218,0,12,22,35,0,12,0,12,464,217,0,12
16000US0602770,"Arnold, CA",2605,442,2504,424,1678,376,790,202,234,103,212,74,199,103,145,71,36,28,0,12,0,12,36,28,101,50,70,38,18,24,8,12,0,12,0,12,20,22,24,21,31,30,0,12,16,23,0,12,0,12,5,10,10,15
16000US0602812,"Aromas, CA",2553,472,2277,427,1725,423,519,116,113,69,167,62,50,43,189,87,33,33,0,12,0,12,33,33,276,162,245,156,58,61,0,12,13,21,0,12,163,141,11,18,31,36,15,28,0,12,0,12,0,12,16,24,0,12
16000US0602868,"Arroyo Grande, CA",18039,44,16339,416,11633,572,4453,403,677,197,1737,344,1031,194,1008,203,253,152,0,19,112,126,141,84,1700,416,901,309,246,232,306,136,0,19,6,9,236,127,107,66,799,296,165,112,193,136,0,19,5,11,409,249,27,41
16000US0602896,"Artesia, CA",16817,40,8999,635,7713,639,885,214,145,84,307,112,195,91,238,132,401,181,0,19,102,103,299,147,7818,635,4117,483,365,163,2752,430,114,102,0,19,864,228,22,38,3701,541,56,49,2270,427,19,32,0,19,1356,331,0,19
16000US0602910,"Artois, CA",292,129,240,105,182,74,58,58,2,4,19,25,19,28,18,25,0,12,0,12,0,12,0,12,52,56,8,15,4,7,4,8,0,12,0,12,0,12,0,12,44,54,5,8,0,12,0,12,0,12,39,54,0,12
16000US0602924,"Arvin, CA",21005,25,12783,583,12098,561,561,165,89,76,65,49,290,105,117,59,124,69,22,34,0,23,102,57,8222,582,1530,306,0,23,165,192,0,23,0,23,1360,228,5,8,6692,560,4,10,3,8,0,23,0,23,6685,560,0,23
16000US0602980,"Ashland, CA",23635,1056,13994,918,12093,930,1583,312,216,93,441,182,531,228,395,149,318,190,0,23,10,17,308,189,9641,923,4172,534,96,93,2354,450,90,97,44,45,1570,323,18,29,5469,784,53,44,1368,335,193,197,44,50,3792,752,19,30
16000US0603026,"Aspen Springs, CA",67,80,67,80,50,61,17,20,8,13,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0603064,"Atascadero, CA",30037,41,28175,443,21620,744,6173,639,1258,287,2021,295,954,238,1940,337,382,136,18,31,64,64,300,107,1862,441,880,286,201,116,244,183,52,67,0,26,321,133,62,61,982,303,138,116,52,57,33,51,0,26,733,262,26,31
16000US0603092,"Atherton, CA",7185,24,5694,196,3394,204,2149,224,811,166,623,131,434,124,281,85,151,66,0,17,16,18,135,63,1491,196,949,144,178,67,622,115,10,15,0,17,75,49,64,36,542,152,156,89,289,138,0,17,13,15,28,24,56,47
16000US0603162,"Atwater, CA",29197,31,22818,616,18132,618,4286,545,394,111,1046,195,1733,290,1113,340,400,160,102,107,17,21,281,96,6379,615,2467,401,183,85,372,135,0,23,0,23,1901,381,11,16,3912,565,134,109,277,113,0,23,0,23,3501,553,0,23
16000US0603190,"Auberry, CA",2476,400,2420,393,1970,380,441,138,44,35,106,66,62,41,229,112,9,14,0,12,0,12,9,14,56,37,23,19,0,12,0,12,7,11,0,12,7,11,9,15,33,37,20,30,13,20,0,12,0,12,0,12,0,12
16000US0603204,"Auburn, CA",13946,42,12968,281,9509,391,3296,348,612,151,1306,222,380,101,998,198,163,92,19,23,0,19,144,87,978,276,553,186,203,61,240,154,15,17,12,18,38,27,45,37,425,193,83,50,18,33,0,19,0,19,309,186,15,16
16000US0603205,"Auburn Lake Trails, CA",3499,479,3350,487,2167,366,1165,440,336,225,338,117,266,155,225,143,18,27,0,12,0,12,18,27,149,103,71,64,55,62,0,12,0,12,0,12,0,12,16,24,78,86,48,78,0,12,13,20,0,12,0,12,17,27
16000US0603209,"August, CA",8774,1220,6098,926,5788,877,267,130,52,56,46,50,57,45,112,100,43,55,0,17,0,17,43,55,2676,580,791,314,41,63,145,105,0,17,0,17,605,291,0,17,1885,426,33,39,9,14,0,17,0,17,1843,427,0,17
16000US0603274,"Avalon, CA",3763,32,3031,291,2433,349,569,257,77,76,286,172,155,115,51,57,29,48,0,12,0,12,29,48,732,284,266,150,25,39,0,12,0,12,0,12,241,149,0,12,466,223,0,12,24,40,0,12,0,12,442,221,0,12
16000US0603302,"Avenal, CA",12923,25,8316,503,7566,519,670,170,59,36,109,42,330,133,172,82,80,73,12,16,5,9,63,70,4607,502,1022,301,0,19,45,46,0,19,0,19,977,293,0,19,3585,437,0,19,158,170,0,19,0,19,3427,421,0,19
16000US0603316,"Avery, CA",559,203,559,203,431,166,128,64,38,29,40,37,35,31,15,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0603330,"Avila Beach, CA",1273,285,1091,251,762,237,329,137,112,89,58,45,103,74,56,66,0,12,0,12,0,12,0,12,182,123,52,46,25,37,0,12,13,20,14,20,0,12,0,12,130,114,0,12,92,98,0,12,0,12,0,12,38,63
16000US0603344,"Avocado Heights, CA",15903,795,10234,723,9516,740,648,157,64,44,105,56,307,108,172,76,70,52,19,30,0,19,51,45,5669,553,3209,392,25,23,1150,257,12,19,8,12,2014,296,0,19,2460,412,24,23,440,222,0,19,8,12,1988,417,0,19
16000US0603386,"Azusa, CA",49544,55,35181,829,29879,758,4705,480,908,215,1513,257,1009,193,1275,236,597,135,61,44,25,29,511,125,14363,826,7338,517,125,60,2846,404,116,69,24,26,4135,381,92,59,7025,666,82,42,1160,241,1,2,0,26,5770,626,12,10
16000US0603512,"Baker, CA",607,161,392,113,344,103,42,29,9,16,11,10,0,12,22,22,6,9,0,12,0,12,6,9,215,79,59,52,0,12,8,14,0,12,0,12,51,52,0,12,156,74,0,12,0,12,0,12,0,12,156,74,0,12
16000US0603526,"Bakersfield, CA",375699,120,306648,2200,257805,2415,45276,1784,5647,667,11267,972,18045,1071,10317,952,3567,528,432,154,199,105,2936,567,69051,2166,30647,1508,831,188,12379,1063,755,264,75,65,16334,1093,273,94,38404,1941,637,196,7897,1111,444,214,204,137,28807,1576,415,196
16000US0603666,"Baldwin Park, CA",76222,70,42994,1182,40296,1136,2097,272,238,89,421,140,880,171,558,151,601,159,69,47,55,67,477,127,33228,1187,18078,1017,82,64,7248,699,66,60,0,29,10644,772,38,45,15150,1001,58,42,3328,520,0,29,18,19,11746,961,0,29
16000US0603694,"Ballard, CA",473,193,396,143,295,130,101,42,37,19,15,13,27,23,22,17,0,12,0,12,0,12,0,12,77,70,25,17,18,14,4,6,0,12,0,12,0,12,3,4,52,71,12,14,0,12,0,12,0,12,40,68,0,12
16000US0603708,"Ballico, CA",401,131,301,107,268,106,23,20,4,6,7,10,9,13,3,5,10,15,0,12,0,12,10,15,100,78,40,40,0,12,16,24,0,12,0,12,24,33,0,12,60,50,0,12,10,16,0,12,0,12,50,49,0,12
16000US0603792,"Bangor, CA",372,143,369,143,265,126,94,56,7,12,50,42,14,14,23,20,10,16,0,12,0,12,10,16,3,5,3,5,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0603820,"Banning, CA",30942,44,25366,632,18457,675,6695,526,1257,202,2560,351,1847,296,1031,223,214,105,25,23,0,26,189,101,5576,629,2449,371,277,106,522,237,56,62,0,26,1515,291,79,57,3127,602,45,42,397,405,47,56,0,26,2610,463,28,35
16000US0604030,"Barstow, CA",23812,35,21361,486,16317,546,4326,534,644,258,794,226,1390,329,1498,286,718,216,130,78,51,50,537,204,2451,485,1078,348,42,38,311,134,4,9,0,23,721,284,0,23,1373,401,17,27,226,134,0,23,26,32,1104,344,0,23
16000US0604198,"Bass Lake, CA",500,240,500,240,351,197,149,96,70,72,48,52,17,19,14,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0604415,"Bay Point, CA",25165,811,16395,889,13671,918,2331,409,560,182,594,215,801,251,376,171,393,237,24,31,0,23,369,232,8770,809,2890,393,50,44,1032,234,23,35,89,93,1696,355,0,23,5880,804,3,5,263,119,28,31,0,23,5586,786,0,23
16000US0604470,"Bayview, CA",1954,419,1573,401,1229,367,310,158,0,12,130,96,133,90,47,34,34,55,0,12,0,12,34,55,381,215,344,180,11,18,238,164,0,12,0,12,95,82,0,12,37,50,0,12,18,38,0,12,0,12,19,30,0,12
16000US0604478,"Bayview, CA",2617,320,2325,345,1776,356,549,215,51,44,189,143,151,108,158,88,0,12,0,12,0,12,0,12,292,156,93,79,14,16,50,64,0,12,0,12,21,34,8,14,199,144,0,12,0,12,0,12,9,16,160,147,30,39
16000US0604576,"Beale AFB, CA",1039,176,985,176,209,92,688,157,36,21,117,49,339,166,196,101,88,40,0,12,0,12,88,40,54,36,18,13,3,5,8,8,0,12,0,12,7,11,0,12,36,33,0,12,36,33,0,12,0,12,0,12,0,12
16000US0604632,"Bear Creek, CA",157,101,144,86,63,65,57,40,0,12,0,12,34,43,23,28,24,40,0,12,0,12,24,40,13,23,13,23,0,12,0,12,0,12,0,12,13,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0604716,"Bear Valley, CA",58,42,58,42,30,25,28,23,9,12,9,11,3,5,7,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0604730,"Bear Valley, CA",203,140,203,140,185,149,18,28,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0604734,"Bear Valley Springs, CA",5442,512,5182,512,3590,513,1586,327,368,137,512,196,386,220,320,144,6,15,0,17,0,17,6,15,260,116,188,114,0,17,54,65,0,17,0,17,115,95,19,26,72,57,32,37,12,19,0,17,0,17,0,17,28,36
16000US0604758,"Beaumont, CA",45403,103,37276,751,28996,933,7576,546,1195,280,2662,298,2232,348,1487,272,704,182,88,77,20,34,596,187,8127,754,5472,627,327,122,2125,371,181,99,0,26,2778,424,61,45,2655,462,63,54,726,280,79,104,8,12,1747,353,32,35
16000US0604772,"Beckwourth, CA",214,132,214,132,188,131,26,28,0,12,11,19,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0604856,"Belden, CA",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0604870,"Bell, CA",35809,29,20320,645,18991,618,1163,248,388,191,212,95,319,89,244,111,166,82,34,38,0,26,132,72,15489,649,5784,475,0,26,405,133,12,21,0,26,5367,456,0,26,9705,601,33,35,130,63,0,26,0,26,9542,597,0,26
16000US0604926,"Bella Vista, CA",2614,292,2556,288,2036,279,516,96,40,21,197,73,87,39,192,67,4,6,0,12,0,12,4,6,58,49,46,40,0,12,19,28,9,15,0,12,12,17,6,10,12,18,0,12,0,12,0,12,0,12,12,18,0,12
16000US0604938,"Bell Canyon, CA",2391,308,1858,212,1100,195,715,145,247,72,177,60,127,60,164,81,43,48,0,12,0,12,43,48,533,193,417,140,114,73,261,124,11,15,0,12,26,39,5,8,116,78,27,30,81,67,0,12,0,12,8,13,0,12
16000US0604982,"Bellflower, CA",77529,60,52734,941,44907,973,6883,561,938,206,2048,307,2624,361,1273,202,944,274,117,85,64,54,763,246,24795,941,12212,705,361,88,4656,417,347,151,103,67,6683,618,62,56,12583,736,107,59,2631,437,677,259,60,86,9079,763,29,25
16000US0604996,"Bell Gardens, CA",42641,26,24338,598,23440,566,600,176,168,94,93,56,242,89,97,55,298,150,90,88,0,26,208,112,18303,599,5073,436,0,26,291,144,13,14,0,26,4769,418,0,26,13230,726,1,2,71,60,8,12,0,26,13145,719,5,7
16000US0605108,"Belmont, CA",27110,62,18860,742,13394,636,4957,475,1406,290,1470,249,1034,226,1047,251,509,244,0,23,106,117,403,189,8250,734,4701,512,1291,412,2509,357,119,92,48,49,588,169,146,87,3549,621,704,303,2428,465,0,23,40,46,296,123,81,59
16000US0605164,"Belvedere, CA",2098,153,1798,142,862,115,917,127,351,87,303,78,188,63,75,37,19,25,0,12,0,12,19,25,300,75,169,49,72,34,48,35,14,22,0,12,21,16,14,15,131,60,68,42,27,20,0,12,26,34,0,12,10,15
16000US0605262,"Benbow, CA",161,124,150,123,104,89,46,44,11,16,24,38,11,15,0,12,0,12,0,12,0,12,0,12,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,11,16,0,12,0,12,0,12,0,12,0,12
16000US0605276,"Bend, CA",457,163,426,160,302,129,120,75,2,5,18,17,2,3,98,73,4,7,0,12,0,12,4,7,31,27,31,27,6,10,15,24,0,12,0,12,10,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0605290,"Benicia, CA",28088,42,24578,412,17485,583,6619,530,1603,295,2114,250,1632,294,1270,249,474,137,0,23,73,68,401,129,3510,413,2437,324,324,155,1520,226,19,21,52,43,496,148,26,42,1073,293,317,141,430,205,0,23,0,23,271,103,55,59
