geoid,name,B05002001,"B05002001, Error",B05002002,"B05002002, Error",B05002003,"B05002003, Error",B05002004,"B05002004, Error",B05002005,"B05002005, Error",B05002006,"B05002006, Error",B05002007,"B05002007, Error",B05002008,"B05002008, Error",B05002009,"B05002009, Error",B05002010,"B05002010, Error",B05002011,"B05002011, Error",B05002012,"B05002012, Error",B05002013,"B05002013, Error",B05002014,"B05002014, Error",B05002015,"B05002015, Error",B05002016,"B05002016, Error",B05002017,"B05002017, Error",B05002018,"B05002018, Error",B05002019,"B05002019, Error",B05002020,"B05002020, Error",B05002021,"B05002021, Error",B05002022,"B05002022, Error",B05002023,"B05002023, Error",B05002024,"B05002024, Error",B05002025,"B05002025, Error",B05002026,"B05002026, Error",B05002027,"B05002027, Error"
16000US0622370,"El Rio, CA",6505,522,4502,458,4180,437,282,98,16,16,30,25,131,70,105,67,40,34,0,17,0,17,40,34,2003,366,711,191,0,17,13,21,28,41,0,17,670,186,0,17,1292,310,8,11,0,17,114,166,0,17,1170,285,0,17
16000US0622412,"El Segundo, CA",16850,50,14542,409,10026,470,4307,394,1022,182,1251,204,985,197,1049,198,209,79,0,19,0,19,209,79,2308,408,1466,293,315,108,649,202,56,51,44,49,357,134,45,39,842,256,154,92,412,189,51,56,16,25,166,121,43,50
16000US0622454,"El Sobrante, CA",13736,960,10610,931,7946,805,2317,322,374,106,459,136,982,262,502,148,347,151,0,19,50,55,297,137,3126,448,1924,310,159,128,962,230,38,37,88,80,657,192,20,24,1202,260,74,46,491,225,57,66,27,33,520,204,33,40
16000US0622457,"El Sobrante, CA",13966,1171,10849,1101,8434,1136,2299,671,519,352,1275,414,209,142,296,171,116,134,30,48,0,19,86,121,3117,769,2518,542,420,370,1620,419,114,116,0,19,364,237,0,19,599,458,0,19,93,79,187,317,0,19,319,353,0,19
16000US0622510,"El Verano, CA",3424,666,3055,529,2405,532,566,174,209,94,111,77,92,76,154,100,84,77,14,24,0,12,70,72,369,242,92,89,68,79,0,12,0,12,0,12,24,38,0,12,277,185,72,96,0,12,0,12,0,12,205,161,0,12
16000US0622524,"Elverta, CA",5821,455,4978,454,3983,412,969,199,135,62,294,95,199,106,341,119,26,24,0,17,0,17,26,24,843,257,532,170,318,133,99,59,13,20,43,63,39,38,20,20,311,139,78,52,14,22,0,17,59,87,160,92,0,17
16000US0622587,"Emerald Lake Hills, CA",4594,427,3757,392,2496,399,1177,186,535,137,329,95,203,69,110,67,84,61,0,12,0,12,84,61,837,219,761,202,293,100,285,184,10,16,24,37,83,53,66,57,76,69,38,60,31,35,0,12,0,12,7,12,0,12
16000US0622594,"Emeryville, CA",11724,51,8014,310,4459,396,3382,304,912,152,982,172,1054,218,434,108,173,78,7,11,0,19,166,78,3710,306,1879,257,428,120,1067,233,134,66,0,19,184,85,66,56,1831,266,274,98,1224,219,38,29,0,19,197,93,98,71
16000US0622622,"Empire, CA",3667,396,2741,328,2294,293,438,154,52,50,85,65,115,70,186,98,9,14,0,12,0,12,9,14,926,257,250,141,0,12,0,12,0,12,43,50,207,134,0,12,676,228,0,12,0,12,0,12,22,37,654,233,0,12
16000US0622678,"Encinitas, CA",62713,59,54485,879,31396,1036,21966,1047,6005,594,7830,802,4016,538,4115,457,1123,254,54,63,12,13,1057,255,8228,882,4448,494,1079,256,1613,317,201,95,64,58,1113,247,378,146,3780,732,947,327,530,317,187,128,158,111,1772,453,186,98
16000US0622790,"Escalon, CA",7509,35,6814,286,5997,326,753,204,67,52,329,134,261,116,96,88,64,103,0,17,0,17,64,103,695,282,382,143,125,84,40,64,0,17,0,17,217,120,0,17,313,210,143,153,13,24,0,17,0,17,137,112,20,35
16000US0622804,"Escondido, CA",151115,64,108930,1542,79081,1556,27427,1042,6024,659,9378,715,7017,559,5008,579,2422,393,205,132,213,115,2004,340,42185,1544,15924,950,1149,208,5512,545,231,120,55,60,8697,788,280,104,26261,1361,411,147,2106,448,119,84,36,32,23433,1408,156,87
16000US0622846,"Esparto, CA",3783,652,2724,512,2380,474,264,117,51,40,84,57,68,62,61,48,80,92,0,12,0,12,80,92,1059,418,281,103,0,12,55,55,0,12,0,12,226,100,0,12,778,394,0,12,219,243,0,12,0,12,559,304,0,12
16000US0622972,"Etna, CA",735,153,724,151,537,134,177,68,1,4,30,29,45,25,101,58,10,17,0,12,0,12,10,17,11,12,11,12,7,10,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0623000,"Eucalyptus Hills, CA",6017,739,5642,715,3784,824,1748,531,566,239,682,371,302,128,198,172,110,93,0,17,41,66,69,65,375,196,270,126,110,74,57,59,0,17,0,17,61,59,42,68,105,117,0,17,52,83,0,17,53,83,0,17,0,17
16000US0623042,"Eureka, CA",27020,34,24912,327,17811,549,6938,535,1081,251,1946,362,1866,286,2045,375,163,100,0,23,0,23,163,100,2108,324,1164,263,52,53,667,183,24,36,10,16,331,162,80,54,944,285,20,23,298,161,9,16,0,23,565,234,52,49
16000US0623126,"Exeter, CA",10505,28,9238,407,7753,402,1337,203,120,57,394,110,514,147,309,97,148,91,0,19,0,19,148,91,1267,409,474,214,23,28,134,136,0,19,0,19,317,137,0,19,793,379,10,15,0,19,0,19,0,19,783,380,0,19
16000US0623150,"Fairbanks Ranch, CA",2901,856,2655,811,1460,738,1195,548,70,72,563,263,354,286,208,204,0,12,0,12,0,12,0,12,246,284,77,76,15,24,62,73,0,12,0,12,0,12,0,12,169,276,169,276,0,12,0,12,0,12,0,12,0,12
16000US0623168,"Fairfax, CA",7591,21,6782,276,4121,368,2525,334,1056,238,800,193,315,112,354,134,136,83,0,17,8,13,128,82,809,276,346,140,133,81,97,63,0,17,17,28,68,52,31,49,463,241,197,110,147,205,0,17,0,17,87,82,32,36
16000US0623182,"Fairfield, CA",114101,59,88327,1226,62387,1635,22599,1135,3363,511,6141,566,8236,730,4859,471,3341,545,95,69,702,296,2544,391,25774,1218,14616,852,928,187,9148,682,320,189,273,237,3778,433,169,100,11158,958,184,80,2925,485,239,135,234,153,7468,846,108,72
16000US0623196,"Fairhaven, CA",145,47,142,47,95,43,47,24,16,10,5,5,18,12,8,17,0,12,0,12,0,12,0,12,3,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,3,6,0,12,0,12,0,12,0,12
16000US0623210,"Fairmead, CA",1876,285,1408,215,1211,205,188,61,64,43,31,23,35,26,58,28,9,11,0,12,0,12,9,11,468,132,91,34,0,12,7,12,0,12,0,12,84,34,0,12,377,122,0,12,16,15,0,12,0,12,361,120,0,12
16000US0623294,"Fair Oaks, CA",31002,976,27096,1036,18934,837,7761,580,1414,229,2808,321,1691,297,1848,328,401,132,39,40,27,25,335,116,3906,740,2298,372,908,245,892,211,55,40,10,16,374,155,59,36,1608,632,526,210,927,576,0,26,28,39,109,99,18,29
16000US0623350,"Fairview, CA",10299,640,8122,649,6208,595,1662,276,304,112,557,207,425,152,376,136,252,123,38,30,78,125,136,69,2177,371,1687,325,175,98,1032,299,85,79,0,19,370,155,25,37,490,188,73,61,213,135,0,19,0,19,197,133,7,11
16000US0623462,"Fallbrook, CA",33021,1289,25871,1161,17983,1080,7527,662,1811,320,2159,333,2136,413,1421,295,361,165,56,55,38,43,267,127,7150,795,3290,419,370,143,445,178,8,14,0,26,2355,373,112,115,3860,770,124,72,118,77,26,30,0,26,3560,754,32,29
16000US0623532,"Fall River Mills, CA",273,181,270,180,200,163,70,47,26,40,9,15,28,44,7,11,0,12,0,12,0,12,0,12,3,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,0,12,3,7,0,12,0,12,0,12,0,12
16000US0623616,"Farmersville, CA",10742,43,7753,454,6968,459,754,250,61,58,109,103,486,215,98,53,31,32,0,19,0,19,31,32,2989,454,1019,315,20,31,17,27,0,19,0,19,982,308,0,19,1970,341,6,10,0,19,5,9,0,19,1938,347,21,35
16000US0623630,"Farmington, CA",89,80,89,80,59,57,18,20,8,13,0,12,0,12,10,16,12,18,0,12,0,12,12,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0623812,"Fellows, CA",49,31,49,31,38,28,11,9,0,12,0,12,10,8,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0623826,"Felton, CA",3810,472,3623,456,2248,345,1297,270,315,159,514,197,149,65,319,122,78,52,0,12,18,27,60,46,187,89,109,56,29,32,51,30,0,12,0,12,29,34,0,12,78,54,36,35,10,15,0,12,0,12,14,25,18,27
16000US0623910,"Ferndale, CA",1365,213,1303,219,960,206,331,94,51,38,87,50,68,30,125,66,12,10,0,12,0,12,12,10,62,50,19,20,19,20,0,12,0,12,0,12,0,12,0,12,43,46,0,12,24,38,0,12,0,12,19,26,0,12
16000US0623973,"Fetters Hot Springs-Agua Caliente, CA",4697,759,3003,491,2287,476,636,136,241,92,165,55,123,54,107,58,80,81,0,12,0,12,80,81,1694,499,278,127,27,21,0,12,0,12,9,15,218,116,24,29,1416,469,37,39,12,18,0,12,7,12,1333,465,27,34
16000US0623980,"Fiddletown, CA",329,182,329,182,312,182,17,21,0,12,17,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0624008,"Fieldbrook, CA",921,126,879,118,651,109,221,45,60,23,40,28,52,24,69,25,7,7,0,12,0,12,7,7,42,28,35,25,18,22,10,13,2,3,3,4,2,3,0,12,7,11,7,11,0,12,0,12,0,12,0,12,0,12
16000US0624022,"Fields Landing, CA",325,214,325,214,197,191,128,129,53,83,75,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0624092,"Fillmore, CA",15598,34,11795,615,10475,677,1110,295,212,99,365,181,369,168,164,94,210,176,17,28,0,19,193,173,3803,614,1907,387,9,14,196,160,0,19,0,19,1702,357,0,19,1896,574,0,19,33,40,0,19,0,19,1863,578,0,19
16000US0624134,"Firebaugh, CA",8295,20,5310,518,4812,535,430,289,55,64,100,153,183,166,92,126,68,105,14,24,0,17,54,102,2985,517,801,233,0,17,41,64,0,17,0,17,760,232,0,17,2184,472,0,17,42,51,0,17,0,17,2142,477,0,17
16000US0624218,"Fish Camp, CA",90,20,90,20,52,19,38,5,0,12,38,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0624477,"Florence-Graham, CA",64162,1642,37463,1339,35108,1325,1942,354,215,93,361,179,1112,229,254,143,413,126,0,29,0,29,413,126,26699,1141,7584,485,3,7,49,42,33,36,0,29,7499,484,0,29,19115,1115,1,8,22,21,2,4,0,29,19090,1112,0,29
16000US0624498,"Florin, CA",49132,1604,33017,1268,26726,1270,5448,506,802,231,1350,241,2036,302,1260,264,843,225,38,43,67,74,738,212,16115,1211,9363,724,291,117,6626,543,144,87,780,370,1522,381,0,26,6752,925,52,37,3073,495,83,75,320,212,3224,750,0,26
16000US0624526,"Floriston, CA",20,22,20,22,13,19,7,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0624568,"Flournoy, CA",171,79,164,73,123,61,41,25,12,15,11,9,3,5,15,14,0,12,0,12,0,12,0,12,7,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,13,0,12,0,12,0,12,0,12,7,13,0,12
16000US0624638,"Folsom, CA",77007,39,64110,886,46092,1148,16976,876,3455,404,5695,561,4165,344,3661,427,1042,200,43,32,18,29,981,197,12897,882,7149,665,986,238,5067,508,55,54,76,50,661,177,304,263,5748,759,619,245,4065,651,9,15,59,42,740,253,256,96
16000US0624680,"Fontana, CA",208943,92,152285,1880,134115,2096,15279,1020,2131,375,4149,555,5269,637,3730,575,2891,641,434,208,189,142,2268,587,56658,1885,26941,1264,367,148,6132,595,656,254,46,56,19609,1056,131,70,29717,1670,204,105,3873,899,273,181,39,44,25263,1473,65,58
16000US0624722,"Foothill Farms, CA",33749,1308,26457,1223,20617,1138,5346,416,928,172,1717,251,1415,228,1286,218,494,141,59,57,14,19,421,120,7292,861,3761,604,1646,394,1051,334,31,31,12,15,965,289,56,48,3531,692,1044,309,1004,371,0,26,18,21,1456,475,9,15
16000US0624750,"Forbestown, CA",221,109,221,109,203,106,18,26,0,12,18,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0624764,"Ford City, CA",4365,543,3063,478,2695,476,360,91,51,57,48,35,146,55,115,52,8,13,0,12,0,12,8,13,1302,348,194,107,0,12,34,27,0,12,0,12,160,100,0,12,1108,348,0,12,72,97,0,12,0,12,1036,324,0,12
16000US0624834,"Foresthill, CA",1546,527,1500,537,1264,464,236,146,18,29,36,40,85,87,97,86,0,12,0,12,0,12,0,12,46,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,72,0,12,0,12,0,12,0,12,46,72,0,12
16000US0624897,"Forest Meadows, CA",1516,354,1403,338,1176,304,151,62,28,28,54,36,8,14,61,27,76,104,0,12,0,12,76,104,113,83,57,38,26,24,0,12,0,12,9,14,22,23,0,12,56,65,25,39,0,12,0,12,0,12,31,52,0,12
16000US0624918,"Forest Ranch, CA",538,251,505,245,426,221,79,63,20,32,44,49,15,26,0,12,0,12,0,12,0,12,0,12,33,40,11,17,0,12,0,12,0,12,0,12,0,12,11,17,22,37,0,12,0,12,0,12,0,12,0,12,22,37
16000US0624960,"Forestville, CA",3685,332,3393,332,2368,338,956,195,251,75,270,133,191,83,244,95,69,56,0,12,0,12,69,56,292,122,195,96,84,67,21,24,0,12,0,12,81,53,9,14,97,67,33,29,0,12,0,12,0,12,64,60,0,12
16000US0625030,"Fort Bidwell, CA",181,72,180,72,105,45,71,35,0,12,7,9,5,7,59,31,4,8,4,8,0,12,0,12,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,4,0,12,1,4,0,12,0,12,0,12,0,12
16000US0625058,"Fort Bragg, CA",7298,37,5941,361,4609,311,1249,201,269,96,392,120,277,110,311,120,83,64,0,17,0,17,83,64,1357,360,399,140,38,26,69,59,21,34,0,17,240,121,31,47,958,355,0,17,40,58,0,17,0,17,918,355,0,17
16000US0625086,"Fort Dick, CA",830,226,818,224,495,176,280,149,117,126,103,67,13,20,47,38,43,49,0,12,0,12,43,49,12,20,12,20,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0625114,"Fort Irwin, CA",9086,886,8426,894,2591,613,5493,826,630,211,912,330,2624,691,1327,422,342,193,43,69,48,65,251,149,660,233,344,146,23,33,249,127,0,17,0,17,72,64,0,17,316,175,2,14,202,153,46,67,0,17,66,72,0,17
16000US0625128,"Fort Jones, CA",832,196,793,183,529,152,260,97,0,12,52,30,38,28,170,81,4,8,0,12,0,12,4,8,39,34,25,24,0,12,23,24,0,12,0,12,2,3,0,12,14,16,9,14,5,7,0,12,0,12,0,12,0,12
16000US0625296,"Fortuna, CA",12117,33,10999,295,8411,373,2565,309,310,102,503,136,596,170,1156,280,23,23,0,19,0,19,23,23,1118,296,293,137,24,21,130,111,0,19,8,12,104,93,27,24,825,283,14,18,4,9,0,19,9,14,759,284,39,34
16000US0625300,"Fort Washington, CA",783,526,707,508,325,193,382,356,0,12,284,278,23,39,75,91,0,12,0,12,0,12,0,12,76,117,76,117,0,12,76,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0625338,"Foster City, CA",33784,38,18394,601,12425,585,5369,427,1672,226,1552,210,1294,268,851,216,600,159,5,17,28,37,567,142,15390,600,7594,484,1050,191,5404,390,168,84,67,50,729,223,176,86,7796,597,888,279,5756,532,138,105,41,43,677,232,296,166
16000US0625380,"Fountain Valley, CA",56372,49,39617,787,28606,933,10471,719,2551,357,3351,462,2356,427,2213,314,540,136,71,74,0,29,469,122,16755,782,13200,679,774,253,10700,623,240,151,68,57,1228,271,190,104,3555,559,295,183,1954,336,406,408,56,44,730,251,114,67
16000US0625436,"Fowler, CA",6364,24,5329,286,4454,317,636,206,64,41,99,93,334,152,139,68,239,185,0,17,0,17,239,185,1035,286,585,198,8,10,255,124,0,17,0,17,322,154,0,17,450,195,0,17,110,79,0,17,0,17,340,198,0,17
16000US0625488,"Franklin, CA",7314,903,5707,808,5054,779,653,245,74,52,67,66,336,156,176,94,0,17,0,17,0,17,0,17,1607,439,960,270,146,154,226,142,59,94,0,17,529,197,0,17,647,297,0,17,75,68,0,17,0,17,572,283,0,17
16000US0625506,"Franklin, CA",117,88,117,88,82,67,13,21,7,10,6,11,0,12,0,12,22,38,0,12,0,12,22,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0625534,"Frazier Park, CA",2570,522,2374,507,1617,455,690,262,71,73,314,234,180,104,125,90,67,64,0,12,0,12,67,64,196,123,116,92,10,17,76,83,0,12,0,12,17,22,13,19,80,102,0,12,0,12,0,12,0,12,80,102,0,12
16000US0625576,"Freedom, CA",3719,604,2509,395,2277,381,196,81,26,23,100,53,57,40,13,15,36,28,0,12,0,12,36,28,1210,402,351,114,27,24,10,10,0,12,0,12,314,115,0,12,859,357,0,12,0,12,0,12,0,12,859,357,0,12
16000US0625590,"Freeport, CA",81,67,81,67,57,39,24,38,0,12,24,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0626000,"Fremont, CA",233083,95,120674,2185,95166,2100,22869,1075,5550,532,6226,559,5786,527,5307,616,2639,371,66,64,359,124,2214,365,112409,2178,61052,1839,2116,316,52969,1833,834,204,723,329,4021,535,389,109,51357,2253,1315,264,43722,1975,756,237,458,201,4715,837,391,105
16000US0626028,"French Camp, CA",3857,669,2622,387,2265,358,352,98,30,27,82,52,155,64,85,45,5,7,0,12,2,4,3,5,1235,472,124,91,0,12,29,28,0,12,0,12,95,85,0,12,1111,485,0,12,100,80,0,12,0,12,1011,510,0,12
16000US0626056,"French Gulch, CA",441,90,426,88,297,74,129,41,17,16,31,18,46,27,35,20,0,12,0,12,0,12,0,12,15,14,6,7,0,12,6,7,0,12,0,12,0,12,0,12,9,11,7,10,2,3,0,12,0,12,0,12,0,12
16000US0626067,"French Valley, CA",33818,1460,28656,1525,21248,1374,6517,696,1075,263,1880,332,1949,392,1613,475,891,395,61,80,348,327,482,203,5162,652,3522,492,295,164,1881,387,302,204,0,26,1015,270,29,34,1640,364,80,62,717,276,81,112,18,29,695,241,49,46
16000US0627000,"Fresno, CA",522277,135,414809,2761,351972,3027,58082,1888,7912,626,14975,971,20968,1165,14227,998,4755,627,493,240,200,141,4062,528,107468,2750,48267,1918,2081,384,26069,1386,884,349,203,152,18596,1127,434,144,59201,2415,1616,731,15138,1391,458,253,71,46,41383,1778,535,181
16000US0627014,"Friant, CA",548,197,505,214,381,166,110,78,15,25,18,27,63,72,14,23,14,23,14,23,0,12,0,12,43,51,43,51,0,12,0,12,0,12,0,12,29,46,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0627080,"Fruitdale, CA",899,240,839,232,576,193,252,82,37,29,107,70,76,51,32,29,11,18,0,12,0,12,11,18,60,48,22,26,0,12,12,19,0,12,10,15,0,12,0,12,38,29,8,14,26,24,4,7,0,12,0,12,0,12
16000US0627130,"Fruitridge Pocket, CA",6215,803,4569,684,4006,667,518,138,14,18,85,53,286,116,133,73,45,40,0,17,0,17,45,40,1646,355,792,229,41,42,581,225,0,17,0,17,170,79,0,17,854,335,0,17,179,104,0,17,5,11,670,315,0,17
16000US0627190,"Fuller Acres, CA",841,289,559,215,484,203,65,47,22,25,11,15,32,37,0,12,10,15,0,12,0,12,10,15,282,124,72,54,0,12,17,24,0,12,0,12,55,50,0,12,210,102,0,12,0,12,0,12,0,12,210,102,0,12
16000US0628000,"Fullerton, CA",139866,59,97726,1444,77279,1465,18518,1043,4296,546,6382,543,4269,484,3571,475,1929,380,89,54,111,62,1729,371,42140,1430,21714,980,1247,260,13534,734,376,182,92,65,6128,687,337,106,20426,1372,526,180,8975,966,170,106,31,33,10507,1053,217,115
16000US0628014,"Fulton, CA",566,394,380,195,239,159,107,63,14,22,18,21,31,33,44,49,34,46,0,12,0,12,34,46,186,221,15,23,0,12,0,12,0,12,0,12,0,12,15,23,171,221,0,12,8,14,0,12,0,12,163,220,0,12
16000US0628021,"Furnace Creek, CA",127,48,126,48,44,30,82,37,7,12,34,29,19,21,22,21,0,12,0,12,0,12,0,12,1,2,1,2,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0628112,"Galt, CA",25675,43,21253,670,17697,760,3363,424,565,199,931,206,825,228,1042,291,193,113,0,23,13,19,180,111,4422,672,2152,503,179,101,630,241,8,14,43,50,1267,393,25,34,2270,504,26,24,293,155,7,13,0,23,1916,489,28,31
16000US0628154,"Garberville, CA",1126,265,1126,265,932,274,194,102,77,69,69,49,21,34,27,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0628168,"Gardena, CA",59924,80,38988,891,31002,861,7361,627,688,156,1801,321,3457,444,1415,274,625,180,77,57,72,64,476,159,20936,900,11558,642,166,59,5834,467,438,198,125,144,4913,484,82,51,9378,791,121,60,3309,550,148,137,37,39,5748,695,15,16
16000US0628182,"Garden Acres, CA",10701,834,7372,750,6622,771,601,202,172,113,76,43,155,64,198,119,149,120,0,19,0,19,149,120,3329,444,760,199,6,11,69,70,0,19,0,19,685,199,0,19,2569,413,0,19,9,15,0,19,0,19,2560,411,0,19
16000US0628210,"Garden Farms, CA",345,194,332,195,252,186,80,53,28,33,19,29,14,23,19,33,0,12,0,12,0,12,0,12,13,25,13,25,13,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0629000,"Garden Grove, CA",174010,124,96258,1390,79863,1452,14086,798,3125,351,4994,454,3057,336,2910,348,2309,397,221,117,114,77,1974,386,77752,1358,50175,1363,781,169,39979,1362,299,119,73,59,8928,603,115,56,27577,1242,360,136,10734,911,208,120,60,57,16129,934,86,52
16000US0629070,"Garey, CA",160,188,41,22,32,19,9,7,5,6,1,3,0,12,3,4,0,12,0,12,0,12,0,12,119,185,1,3,0,12,0,12,0,12,0,12,1,3,0,12,118,186,0,12,0,12,0,12,0,12,118,186,0,12
16000US0629112,"Garnet, CA",5057,686,3783,587,2813,486,906,272,164,113,376,173,243,133,123,82,64,86,0,17,0,17,64,86,1274,341,613,223,9,14,13,17,0,17,0,17,563,219,28,45,661,224,5,12,1,5,0,17,0,17,536,203,119,114
16000US0629154,"Gasquet, CA",620,233,620,233,408,223,212,110,15,18,79,65,10,17,108,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0629252,"Gazelle, CA",46,23,46,23,31,17,15,14,0,12,1,4,4,4,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0629350,"Georgetown, CA",2668,750,2579,748,2172,717,400,140,92,67,106,60,142,109,60,46,7,14,0,12,0,12,7,14,89,63,71,61,48,53,0,12,0,12,0,12,23,28,0,12,18,17,0,12,14,15,0,12,0,12,4,9,0,12
16000US0629392,"Gerber, CA",1259,396,805,326,709,327,96,54,27,37,0,12,22,20,47,33,0,12,0,12,0,12,0,12,454,224,246,163,22,38,0,12,0,12,0,12,224,153,0,12,208,154,0,12,0,12,0,12,0,12,208,154,0,12
16000US0629420,"Geyserville, CA",928,237,663,139,540,134,120,36,27,15,41,21,46,29,6,9,3,5,0,12,0,12,3,5,265,166,49,34,0,12,5,8,0,12,0,12,44,35,0,12,216,167,9,9,0,12,0,12,0,12,207,167,0,12
16000US0629504,"Gilroy, CA",55525,41,42535,1079,35841,1094,6033,724,1189,301,1650,362,1779,314,1415,324,661,199,120,92,24,37,517,182,12990,1079,5803,719,459,158,2049,414,23,30,47,62,3056,519,169,149,7187,809,316,126,978,300,13,17,0,29,5759,780,121,109
16000US0630000,"Glendale, CA",200372,44,93046,1892,68768,1771,21933,1091,6739,642,6305,629,5081,556,3808,443,2345,419,150,85,145,116,2050,404,107326,1896,69187,1697,3783,502,56191,1607,1051,307,95,55,7676,642,384,140,38139,1762,2315,527,27129,1522,344,154,125,89,7907,811,319,123
16000US0630014,"Glendora, CA",51773,75,42246,760,34094,822,7639,542,1857,278,2770,274,1591,266,1421,289,513,135,23,27,10,19,480,127,9527,736,6224,571,330,101,3355,440,156,81,0,29,2283,319,100,60,3303,512,163,78,1474,345,345,227,19,20,1255,342,47,28
16000US0630028,"Glen Ellen, CA",727,237,658,226,457,225,201,130,113,99,39,46,49,56,0,12,0,12,0,12,0,12,0,12,69,68,69,68,0,12,0,12,0,12,0,12,51,61,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0630282,"Golden Hills, CA",9407,669,8749,670,6972,699,1686,304,186,93,561,189,452,139,487,176,91,62,0,17,14,23,77,59,658,357,410,317,37,36,51,60,0,17,0,17,312,308,10,16,248,159,16,18,7,12,0,17,0,17,211,157,14,23
16000US0630339,"Gold Mountain, CA",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0630345,"Gold River, CA",7523,338,6189,405,3580,374,2395,312,492,164,970,185,535,162,398,116,214,94,0,17,11,17,203,96,1334,274,899,172,121,73,757,166,0,17,10,18,11,17,0,17,435,158,46,45,302,124,0,17,25,29,62,65,0,17
16000US0630378,"Goleta, CA",30790,63,24154,661,16976,641,6749,644,1801,259,2510,369,1066,257,1372,279,429,162,5,8,8,14,416,162,6636,661,3084,422,386,125,1051,236,57,52,15,23,1497,309,78,72,3552,554,456,182,933,251,18,29,4,6,2101,478,40,31
16000US0630392,"Gonzales, CA",8402,36,5673,367,5280,371,254,96,34,37,11,17,127,63,82,67,139,87,0,17,0,17,139,87,2729,370,535,187,0,17,79,81,0,17,0,17,456,169,0,17,2194,350,0,17,46,63,0,17,0,17,2148,357,0,17
16000US0630410,"Good Hope, CA",9173,1186,6086,931,5545,905,422,152,48,59,194,89,87,56,93,82,119,103,0,17,0,17,119,103,3087,594,949,325,0,17,13,32,0,17,0,17,920,318,16,26,2138,490,26,40,0,17,0,17,0,17,2093,492,19,30
16000US0630420,"Goodyears Bar, CA",29,28,29,28,29,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
16000US0630476,"Goshen, CA",3316,626,2406,572,2062,526,344,225,21,25,103,169,46,57,174,147,0,12,0,12,0,12,0,12,910,299,152,91,0,12,0,12,0,12,0,12,152,91,0,12,758,279,26,31,23,55,0,12,0,12,709,277,0,12
